OrderNumber,CustomerCode,OrderDate,RequiredDate,SalesPersonCode,ShippingMethod,PaymentTerms,Status,Priority,TotalAmount,Tax,Currency,BillingAddress,ShippingAddress
SO20250820836,CUST0048,2025-08-11,2025-08-26,SALES006,Freight,NET15,Processing,Urgent,1258.49,93.22,USD,7324 Oak Blvd Generic City AZ 67276,7324 Oak Blvd Generic City AZ 67276
SO20250820837,CUST0444,2025-08-08,2025-09-01,SALES003,Express,COD,Cancelled,Urgent,448.93,33.25,EUR,4646 Washington Blvd Generic City GA 53952,4920 Industrial St Generic City WA 57188
SO20250820838,CUST0306,2025-07-26,2025-08-27,SALES005,Express,NET45,Shipped,Urgent,2051.56,143.13,CAD,6623 Main Ave Oakland CA 48017,3739 Commerce St Generic City WA 66124
SO20250820839,CUST0024,2025-08-17,2025-08-26,SALES007,2-Day,NET30,Closed,High,4928.47,289.91,EUR,4686 Washington Ave Generic City NJ 43432,4686 Washington Ave Generic City NJ 43432
SO20250820840,CUST0178,2025-08-20,2025-08-31,SALES005,Express,Wire Transfer,Delivered,Low,4459.12,262.3,EUR,5644 Park Blvd Generic City WA 56175,7098 Business Blvd Generic City NJ 44460
SO20250820841,CUST0325,2025-08-03,2025-08-28,SALES006,Freight,COD,Closed,Urgent,764.9399999999999,56.66,USD,5068 Oak Dr Generic City NJ 79493,5068 Oak Dr Generic City NJ 79493
SO20250820842,CUST0245,2025-08-10,2025-08-27,SALES005,Freight,COD,Cancelled,High,4377.26,333.6,EUR,7984 Oak Blvd Generic City AZ 40483,7984 Oak Blvd Generic City AZ 40483
SO20250820843,CUST0262,2025-08-17,2025-08-26,SALES001,Freight,COD,Delivered,High,638.87,52.75,USD,4743 Second Dr Generic City NJ 19309,4743 Second Dr Generic City NJ 19309
SO20250820844,CUST0329,2025-08-02,2025-08-30,SALES003,Overnight,NET45,Processing,Normal,4785.219999999999,281.48,USD,6131 Washington Rd Generic City VA 93968,6131 Washington Rd Generic City VA 93968
SO20250820845,CUST0163,2025-08-18,2025-09-02,SALES008,2-Day,COD,Open,High,4337.67,255.16,EUR,6264 Main Ave Generic City VA 99653,6264 Main Ave Generic City VA 99653
SO20250820846,CUST0034,2025-08-11,2025-08-25,SALES007,2-Day,NET15,Closed,Urgent,3849.8999999999996,285.18,USD,3562 Second Dr Generic City NJ 53005,3562 Second Dr Generic City NJ 53005
SO20250820847,CUST0008,2025-08-08,2025-08-30,SALES004,Express,Wire Transfer,Cancelled,High,425.73,25.04,CAD,654 Washington Ave San Francisco CA 73509,654 Washington Ave San Francisco CA 73509
SO20250820848,CUST0236,2025-08-17,2025-08-29,SALES005,Overnight,COD,Closed,Low,2587.15,180.5,CAD,6918 Washington Rd Miami FL 28768,6918 Washington Rd Miami FL 28768
SO20250820849,CUST0313,2025-08-15,2025-08-28,SALES005,Overnight,NET15,Open,Low,5285.3099999999995,436.4,EUR,7811 First St Generic City AZ 10212,7811 First St Generic City AZ 10212
SO20250820850,CUST0237,2025-08-19,2025-08-22,SALES004,Express,NET45,Cancelled,Urgent,3964.3599999999997,233.2,EUR,1636 Main Rd San Antonio TX 54398,771 Commerce Dr Generic City WA 18173
SO20250820851,CUST0425,2025-08-20,2025-08-22,SALES001,Express,NET30,Processing,Low,3843.42,317.35,USD,5320 Main St Generic City AZ 25976,9046 Commerce Dr Generic City AZ 84225
SO20250820852,CUST0101,2025-07-26,2025-08-25,SALES002,Ground,COD,Delivered,Urgent,4487.23,263.95,USD,5095 Main St Naperville IL 65777,5095 Main St Naperville IL 65777
SO20250820853,CUST0092,2025-08-03,2025-08-23,SALES003,2-Day,NET15,Closed,Urgent,4225.28,348.88,CAD,2091 Second Dr Generic City NC 29117,2091 Second Dr Generic City NC 29117
SO20250820854,CUST0460,2025-07-24,2025-08-28,SALES001,Express,NET45,Shipped,High,1715.8500000000001,100.93,USD,2667 Elm St Generic City VA 77928,2667 Elm St Generic City VA 77928
SO20250820855,CUST0406,2025-08-16,2025-08-26,SALES005,Pickup,Credit Card,Open,High,5166.89,426.62,CAD,4923 Oak Blvd Houston TX 95307,4115 Business Ave Generic City OH 39772
SO20250820856,CUST0060,2025-07-30,2025-08-28,SALES006,2-Day,Credit Card,Delivered,Urgent,4544.16,317.03,USD,372 Second St Houston TX 37047,372 Second St Houston TX 37047
SO20250820857,CUST0327,2025-08-16,2025-08-21,SALES004,Ground,Credit Card,Delivered,Urgent,4510.700000000001,343.77,CAD,2839 Oak Rd Naperville IL 74119,2839 Oak Rd Naperville IL 74119
SO20250820858,CUST0256,2025-07-22,2025-08-24,SALES001,Ground,NET45,Closed,Urgent,223.32,18.44,CAD,7458 Washington Dr Generic City OH 32889,7458 Washington Dr Generic City OH 32889
SO20250820859,CUST0017,2025-07-31,2025-08-23,SALES007,Pickup,NET45,On Hold,Low,1431.32,109.08,USD,9854 First Blvd Generic City OH 52038,9854 First Blvd Generic City OH 52038
SO20250820860,CUST0435,2025-08-12,2025-09-01,SALES005,Overnight,NET45,Delivered,Urgent,1367.55,104.22,USD,4272 Oak Dr Generic City PA 75796,8638 Corporate Ave Tampa FL 29139
SO20250820861,CUST0480,2025-07-26,2025-09-02,SALES003,Overnight,COD,Delivered,High,4134.49,341.38,EUR,8285 Washington Blvd Springfield IL 87862,5102 Business Blvd Rockford IL 94887
SO20250820862,CUST0031,2025-08-14,2025-09-01,SALES001,Pickup,NET15,Processing,Low,1306.27,99.55,CAD,5983 Oak Rd Generic City WA 82500,5983 Oak Rd Generic City WA 82500
SO20250820863,CUST0111,2025-08-16,2025-08-24,SALES005,2-Day,Wire Transfer,Processing,Normal,2145.7799999999997,177.17,USD,9908 Elm Dr Syracuse NY 57820,5068 Warehouse Ave Generic City NJ 97102
SO20250820864,CUST0003,2025-07-26,2025-08-24,SALES001,Ground,NET30,Processing,Urgent,449.58,37.12,USD,7586 Second St Generic City MA 23015,1987 Commerce Blvd Generic City MA 79248
SO20250820865,CUST0056,2025-07-31,2025-08-27,SALES003,Express,NET15,Shipped,Normal,897.04,52.77,USD,6735 First St Generic City PA 85609,9932 Corporate Blvd Generic City OH 12972
SO20250820866,CUST0189,2025-07-23,2025-08-28,SALES003,Ground,NET45,Open,Low,389.67,32.17,CAD,347 Main Ave Springfield IL 70218,347 Main Ave Springfield IL 70218
SO20250820867,CUST0071,2025-07-27,2025-08-21,SALES007,2-Day,COD,Closed,High,2446.47,186.45,EUR,239 Washington Rd Tallahassee FL 32692,239 Washington Rd Tallahassee FL 32692
SO20250820868,CUST0102,2025-07-22,2025-08-23,SALES007,Overnight,COD,Cancelled,Normal,520.51,36.31,USD,7616 First Ave Generic City VA 88214,7616 First Ave Generic City VA 88214
SO20250820869,CUST0437,2025-07-23,2025-09-03,SALES008,Ground,NET45,Open,High,2362.8,175.02,USD,603 Washington Dr Generic City MI 97852,1935 Business Ave Rockford IL 76350
SO20250820870,CUST0376,2025-08-14,2025-09-03,SALES002,Overnight,COD,Shipped,Normal,4830.099999999999,284.12,CAD,7875 First Ave Generic City NC 83091,5605 Industrial Rd Rockford IL 87258
SO20250820871,CUST0248,2025-07-26,2025-09-03,SALES003,Pickup,NET45,Shipped,Urgent,1054.43,78.11,CAD,532 Elm Blvd Generic City PA 29841,532 Elm Blvd Generic City PA 29841
SO20250820872,CUST0005,2025-08-17,2025-08-25,SALES007,Ground,NET15,On Hold,Urgent,2869.98,212.59,CAD,613 Elm Blvd Tallahassee FL 67695,6396 Industrial Dr Generic City NC 87929
SO20250820873,CUST0091,2025-07-24,2025-09-02,SALES004,Express,Credit Card,Shipped,Normal,226.85000000000002,15.83,EUR,3300 Park Blvd Generic City PA 96345,3300 Park Blvd Generic City PA 96345
SO20250820874,CUST0328,2025-08-09,2025-08-27,SALES004,Overnight,COD,Cancelled,Normal,993.35,73.58,USD,8797 Elm Dr Peoria IL 14187,8797 Elm Dr Peoria IL 14187
SO20250820875,CUST0049,2025-07-28,2025-09-03,SALES002,Ground,COD,Shipped,Low,1318.17,91.97,CAD,6838 Oak Blvd Generic City NC 83808,6838 Oak Blvd Generic City NC 83808
SO20250820876,CUST0064,2025-08-10,2025-08-22,SALES006,Overnight,Credit Card,Shipped,High,3039.2599999999998,250.95,CAD,1221 Oak Blvd Sacramento CA 99665,8513 Warehouse St Orlando FL 17393
SO20250820877,CUST0468,2025-08-09,2025-09-02,SALES005,Freight,NET30,Shipped,Urgent,3920.6400000000003,298.8,USD,4697 Oak Ave Generic City MI 26340,4697 Oak Ave Generic City MI 26340
SO20250820878,CUST0393,2025-08-16,2025-08-21,SALES003,Freight,COD,Cancelled,Urgent,874.8700000000001,66.68,CAD,5252 Oak Dr Generic City PA 96154,5252 Oak Dr Generic City PA 96154
SO20250820879,CUST0071,2025-08-19,2025-09-01,SALES008,Pickup,NET45,Open,Urgent,3292.68,193.69,EUR,9054 First Dr Generic City MA 77893,9054 First Dr Generic City MA 77893
SO20250820880,CUST0441,2025-08-12,2025-08-25,SALES002,Overnight,NET45,On Hold,Normal,575.64,33.86,USD,8978 First Blvd Generic City PA 13733,8978 First Blvd Generic City PA 13733
SO20250820881,CUST0384,2025-07-25,2025-08-23,SALES002,Freight,NET15,Delivered,Low,4073.95,310.49,USD,6151 Elm St Buffalo NY 82071,6151 Elm St Buffalo NY 82071
SO20250820882,CUST0088,2025-08-16,2025-08-30,SALES002,Overnight,NET45,Delivered,Low,3709.72,218.22,CAD,8546 Second St Generic City VA 94932,8546 Second St Generic City VA 94932
SO20250820883,CUST0262,2025-08-11,2025-08-31,SALES006,2-Day,NET45,On Hold,Normal,75.25,5.57,CAD,8106 Second Blvd Generic City AZ 25873,8106 Second Blvd Generic City AZ 25873
SO20250820884,CUST0151,2025-07-23,2025-08-27,SALES006,Ground,Credit Card,Processing,Low,1354.72,94.52,CAD,7203 Oak St Tampa FL 53583,7203 Oak St Tampa FL 53583
SO20250820885,CUST0181,2025-08-06,2025-09-01,SALES007,Overnight,NET15,Delivered,Low,4476.7,331.61,USD,7107 Second St Generic City GA 60666,7107 Second St Generic City GA 60666
SO20250820886,CUST0345,2025-08-09,2025-08-21,SALES006,Pickup,NET30,Delivered,Low,2325.25,191.99,CAD,3527 Oak Dr Generic City PA 43376,3527 Oak Dr Generic City PA 43376
SO20250820887,CUST0444,2025-08-17,2025-08-31,SALES005,Ground,NET30,Cancelled,High,3659.19,271.05,USD,8626 First Rd Generic City MI 37571,8626 First Rd Generic City MI 37571
SO20250820888,CUST0404,2025-07-27,2025-08-27,SALES001,Ground,NET15,Open,Normal,4885.64,372.35,USD,8802 Park St Generic City OH 87649,8802 Park St Generic City OH 87649
SO20250820889,CUST0347,2025-08-02,2025-08-31,SALES003,Overnight,NET15,Closed,Low,2993.29,176.08,EUR,9994 Oak St Generic City NC 64174,9994 Oak St Generic City NC 64174
SO20250820890,CUST0050,2025-07-24,2025-08-29,SALES002,Overnight,Wire Transfer,Shipped,Urgent,3968.55,233.44,EUR,7162 Elm Dr Fort Worth TX 99610,2166 Corporate Ave Generic City VA 50135
SO20250820891,CUST0306,2025-07-26,2025-08-22,SALES006,Express,Wire Transfer,Closed,Normal,2788.86,212.55,CAD,8087 Second Ave Generic City PA 20183,8087 Second Ave Generic City PA 20183
SO20250820892,CUST0434,2025-08-01,2025-09-02,SALES008,2-Day,Credit Card,Processing,Low,1801.79,137.32,EUR,5746 First Rd Generic City OH 42379,1125 Commerce Rd Generic City OH 26716
SO20250820893,CUST0165,2025-08-07,2025-09-02,SALES007,Pickup,NET45,Open,Urgent,3248.46,247.57,USD,5502 First Rd Generic City GA 35466,5502 First Rd Generic City GA 35466
SO20250820894,CUST0274,2025-08-18,2025-09-03,SALES004,2-Day,NET15,Processing,High,1058.1399999999999,78.38,CAD,5198 Park Dr San Antonio TX 93191,7404 Business Blvd Generic City GA 66084
SO20250820895,CUST0359,2025-08-10,2025-08-25,SALES005,Freight,NET30,Open,Urgent,3371.6,278.39,EUR,2182 First Blvd New York NY 76860,2182 First Blvd New York NY 76860
SO20250820896,CUST0251,2025-07-21,2025-08-28,SALES005,Ground,NET45,Open,Normal,1865.33,130.14,CAD,6218 Main Rd Generic City WA 96868,6218 Main Rd Generic City WA 96868
SO20250820897,CUST0355,2025-08-07,2025-08-30,SALES007,Pickup,Wire Transfer,Processing,Urgent,1624.9599999999998,123.84,USD,1521 Oak Blvd Orlando FL 41241,1521 Oak Blvd Orlando FL 41241
SO20250820898,CUST0266,2025-07-25,2025-09-01,SALES004,2-Day,NET15,Open,Urgent,4185.89,292.04,EUR,7007 Washington Dr Generic City VA 58062,7007 Washington Dr Generic City VA 58062
SO20250820899,CUST0081,2025-07-21,2025-09-01,SALES001,Overnight,COD,Cancelled,Low,4800.13,334.89,USD,8078 Second Blvd Generic City OH 50814,4227 Industrial Rd Fort Worth TX 71488
SO20250820900,CUST0462,2025-08-17,2025-09-01,SALES002,Freight,NET30,Cancelled,Low,1218.55,90.26,USD,5594 Elm Rd Generic City MI 34009,5594 Elm Rd Generic City MI 34009
SO20250820901,CUST0351,2025-08-17,2025-08-28,SALES004,Pickup,Wire Transfer,Processing,Low,472.48,27.79,CAD,4711 Second Blvd Generic City OH 22641,7880 Warehouse Rd Generic City NC 75323
SO20250820902,CUST0367,2025-07-23,2025-08-31,SALES008,Freight,Credit Card,Closed,High,4627.78,352.69,EUR,7722 Elm Rd Generic City VA 72533,7722 Elm Rd Generic City VA 72533
SO20250820903,CUST0150,2025-07-24,2025-08-30,SALES002,Overnight,Credit Card,On Hold,High,416.19,34.36,USD,9748 Elm Ave Generic City MA 39530,9748 Elm Ave Generic City MA 39530
SO20250820904,CUST0293,2025-07-26,2025-08-26,SALES002,Ground,Credit Card,On Hold,Normal,4165.47,343.94,CAD,8980 Elm Rd Generic City OH 84881,8980 Elm Rd Generic City OH 84881
SO20250820905,CUST0075,2025-08-20,2025-08-21,SALES004,Express,COD,On Hold,High,3426.89,201.58,CAD,4384 Main St Generic City MA 45727,6768 Business St San Antonio TX 39223
SO20250820906,CUST0111,2025-08-10,2025-08-23,SALES005,Freight,NET45,Delivered,Urgent,1396.4099999999999,115.3,CAD,596 Park Blvd Generic City AZ 92917,596 Park Blvd Generic City AZ 92917
SO20250820907,CUST0085,2025-07-27,2025-09-01,SALES008,Ground,NET45,On Hold,High,2848.5699999999997,217.1,EUR,1244 Oak Rd Generic City GA 68804,1244 Oak Rd Generic City GA 68804
SO20250820908,CUST0193,2025-08-16,2025-08-22,SALES004,2-Day,NET45,Cancelled,High,4066.8,301.24,EUR,5743 Elm Ave Miami FL 97181,5083 Warehouse Rd Generic City NJ 86814
SO20250820909,CUST0366,2025-07-24,2025-08-26,SALES004,Ground,NET30,On Hold,Low,2832.8700000000003,209.84,EUR,5208 Main St Generic City MA 32986,5208 Main St Generic City MA 32986
SO20250820910,CUST0347,2025-08-06,2025-08-21,SALES004,Overnight,Wire Transfer,Shipped,Normal,4301.28,300.09,USD,4997 Washington Ave San Francisco CA 50805,4997 Washington Ave San Francisco CA 50805
SO20250820911,CUST0453,2025-07-31,2025-08-28,SALES002,Freight,Credit Card,Delivered,Urgent,4582.17,349.22,CAD,2411 Elm Rd Generic City MI 33285,2411 Elm Rd Generic City MI 33285
SO20250820912,CUST0418,2025-08-17,2025-08-28,SALES003,Overnight,NET45,Closed,Normal,3779.59,222.33,CAD,424 Elm Dr Generic City WA 99634,424 Elm Dr Generic City WA 99634
SO20250820913,CUST0121,2025-08-18,2025-08-24,SALES003,2-Day,Wire Transfer,Open,High,4459.76,368.24,CAD,1608 Park Dr Generic City VA 61402,1608 Park Dr Generic City VA 61402
SO20250820914,CUST0048,2025-08-12,2025-08-26,SALES008,Ground,COD,Shipped,Urgent,920.63,64.23,CAD,7449 Second St Generic City NC 98616,3015 Commerce Rd Generic City GA 87428
SO20250820915,CUST0293,2025-07-21,2025-08-24,SALES002,Overnight,COD,Cancelled,Urgent,3622.05,276.05,EUR,2180 Oak Dr Dallas TX 85683,4632 Business Blvd Generic City WA 33991
SO20250820916,CUST0227,2025-08-04,2025-09-03,SALES005,Express,NET15,Cancelled,Low,3303.63,251.78,EUR,6982 Washington Blvd Generic City NJ 65526,9878 Commerce Rd Generic City PA 64343
SO20250820917,CUST0278,2025-07-31,2025-09-01,SALES005,Freight,Wire Transfer,Closed,Urgent,3258.31,227.32,EUR,3532 Elm Rd New York NY 28509,3532 Elm Rd New York NY 28509
SO20250820918,CUST0284,2025-07-24,2025-08-27,SALES008,Ground,Wire Transfer,Cancelled,Normal,2020.91,154.02,EUR,5468 Second Dr Generic City PA 52506,5468 Second Dr Generic City PA 52506
SO20250820919,CUST0297,2025-08-16,2025-08-25,SALES007,2-Day,NET30,Open,Low,740.01,51.63,CAD,412 First St Generic City GA 28104,412 First St Generic City GA 28104
SO20250820920,CUST0202,2025-08-11,2025-09-02,SALES004,Pickup,NET45,Cancelled,Low,4535.56,335.97,CAD,3907 Main Blvd Generic City VA 84725,3907 Main Blvd Generic City VA 84725
SO20250820921,CUST0491,2025-08-07,2025-08-27,SALES003,Express,Wire Transfer,Shipped,Urgent,2333.75,162.82,EUR,1073 Second St Syracuse NY 17977,1073 Second St Syracuse NY 17977
SO20250820922,CUST0131,2025-08-10,2025-08-29,SALES007,2-Day,NET15,Cancelled,Urgent,3257.45,248.26,EUR,3767 Washington Rd Generic City GA 36616,3767 Washington Rd Generic City GA 36616
SO20250820923,CUST0101,2025-07-28,2025-08-24,SALES008,Overnight,Credit Card,Closed,Normal,2870.9700000000003,237.05,USD,7430 Oak Rd Generic City PA 66843,5811 Industrial Ave Sacramento CA 42699
SO20250820924,CUST0171,2025-08-19,2025-08-28,SALES004,Overnight,Credit Card,Delivered,Normal,772.47,63.78,EUR,6275 Park Blvd Generic City NC 88227,6275 Park Blvd Generic City NC 88227
SO20250820925,CUST0342,2025-08-14,2025-08-24,SALES005,Express,Credit Card,On Hold,High,2953.98,225.13,USD,6790 Elm Dr Generic City VA 34261,6790 Elm Dr Generic City VA 34261
SO20250820926,CUST0460,2025-08-19,2025-08-28,SALES007,Overnight,COD,Cancelled,Urgent,5171.88,360.83,EUR,1332 Park St Generic City MI 89797,1332 Park St Generic City MI 89797
SO20250820927,CUST0334,2025-08-02,2025-08-28,SALES005,Overnight,Credit Card,On Hold,Normal,229.36,16.0,EUR,802 Elm Dr Generic City GA 30687,2022 Commerce Ave Albany NY 41668
SO20250820928,CUST0078,2025-08-12,2025-08-29,SALES008,Overnight,NET30,Delivered,High,2877.5,213.15,EUR,8890 Washington Dr Oakland CA 61570,8890 Washington Dr Oakland CA 61570
SO20250820929,CUST0073,2025-08-02,2025-08-25,SALES001,Overnight,NET30,Shipped,Urgent,1470.9199999999998,112.1,USD,7895 Washington Ave Generic City MI 62001,7895 Washington Ave Generic City MI 62001
SO20250820930,CUST0268,2025-08-10,2025-08-21,SALES001,Overnight,NET30,Closed,High,2770.4199999999996,205.22,EUR,542 Park Rd Generic City WA 87175,9413 Industrial Blvd Generic City OH 94524
SO20250820931,CUST0409,2025-07-23,2025-08-26,SALES001,2-Day,NET15,On Hold,High,1717.68,130.91,EUR,8091 First Blvd Orlando FL 39580,3947 Corporate Blvd Generic City WA 91084
SO20250820932,CUST0290,2025-08-08,2025-08-22,SALES001,Overnight,COD,Cancelled,Urgent,811.6,56.62,USD,5137 Washington Dr Generic City VA 98468,5137 Washington Dr Generic City VA 98468
SO20250820933,CUST0166,2025-07-22,2025-08-24,SALES004,Ground,NET15,Processing,Urgent,780.05,57.78,EUR,6972 Washington Rd San Antonio TX 71652,9324 Industrial Rd Generic City VA 15072
SO20250820934,CUST0460,2025-08-10,2025-08-22,SALES005,2-Day,NET30,On Hold,Urgent,681.14,51.91,EUR,2638 Washington St Generic City MA 75268,2638 Washington St Generic City MA 75268
SO20250820935,CUST0004,2025-08-19,2025-08-21,SALES007,Freight,Credit Card,Cancelled,Low,2010.3600000000001,148.92,EUR,2668 Washington Ave Tallahassee FL 43864,2668 Washington Ave Tallahassee FL 43864
SO20250820936,CUST0183,2025-07-21,2025-08-27,SALES006,Express,NET30,Processing,Normal,1693.1499999999999,139.8,EUR,1474 Oak Rd Peoria IL 84948,1474 Oak Rd Peoria IL 84948
SO20250820937,CUST0336,2025-08-18,2025-08-28,SALES007,Freight,Credit Card,Processing,Normal,1307.3200000000002,76.9,CAD,9721 Main Dr Generic City OH 11738,9721 Main Dr Generic City OH 11738
SO20250820938,CUST0338,2025-07-30,2025-09-02,SALES007,Freight,NET45,Cancelled,Low,4520.83,315.41,CAD,1143 Washington Ave Generic City MA 78012,8332 Commerce St Chicago IL 69425
SO20250820939,CUST0424,2025-08-14,2025-08-21,SALES007,Freight,Credit Card,Processing,Normal,1519.2,105.99,EUR,2311 Park Rd Generic City GA 40745,2311 Park Rd Generic City GA 40745
SO20250820940,CUST0329,2025-08-15,2025-08-29,SALES005,Ground,NET45,Processing,Low,307.77,23.46,USD,1850 Park St Generic City NC 29630,1850 Park St Generic City NC 29630
SO20250820941,CUST0028,2025-08-12,2025-09-01,SALES006,Pickup,Credit Card,Closed,Urgent,1475.9099999999999,121.86,USD,4562 Main Rd Generic City NC 41694,4562 Main Rd Generic City NC 41694
SO20250820942,CUST0482,2025-07-25,2025-08-27,SALES006,2-Day,COD,Open,Normal,3426.84,201.58,EUR,8461 Second Blvd Generic City PA 79401,8461 Second Blvd Generic City PA 79401
SO20250820943,CUST0173,2025-08-08,2025-08-27,SALES003,Express,NET15,On Hold,Low,2117.41,124.55,EUR,4559 Elm Dr Generic City NJ 24164,4559 Elm Dr Generic City NJ 24164
SO20250820944,CUST0440,2025-08-17,2025-08-23,SALES004,2-Day,NET15,Delivered,Urgent,4661.02,355.23,USD,576 First Rd Generic City AZ 12728,6204 Corporate Dr Generic City AZ 53231
SO20250820945,CUST0249,2025-08-03,2025-08-30,SALES004,Overnight,Credit Card,Cancelled,Normal,5008.389999999999,370.99,CAD,7663 Oak Rd Springfield IL 87801,7663 Oak Rd Springfield IL 87801
SO20250820946,CUST0098,2025-08-10,2025-09-03,SALES003,Ground,Wire Transfer,On Hold,Urgent,3169.25,186.43,USD,4556 Second St Generic City GA 50433,4556 Second St Generic City GA 50433
SO20250820947,CUST0346,2025-07-31,2025-08-24,SALES003,Ground,NET15,Open,Low,2394.96,182.53,EUR,8045 Second Ave Buffalo NY 92890,4184 Commerce Rd San Francisco CA 80417
SO20250820948,CUST0125,2025-08-17,2025-08-25,SALES006,Express,NET30,Delivered,Low,1696.36,118.35,USD,8537 Second Blvd Generic City VA 92978,8537 Second Blvd Generic City VA 92978
SO20250820949,CUST0187,2025-08-07,2025-08-26,SALES007,Freight,COD,Delivered,Low,4892.610000000001,287.8,USD,9212 Park Blvd Austin TX 38209,9212 Park Blvd Austin TX 38209
SO20250820950,CUST0168,2025-08-05,2025-09-03,SALES006,Ground,NET15,On Hold,High,1246.21,102.9,EUR,7539 Park St Generic City VA 83376,7539 Park St Generic City VA 83376
SO20250820951,CUST0493,2025-08-05,2025-08-28,SALES005,Freight,Wire Transfer,Open,High,1881.0400000000002,110.65,CAD,6757 Main Rd Rockford IL 96221,6757 Main Rd Rockford IL 96221
SO20250820952,CUST0130,2025-08-17,2025-08-28,SALES002,Ground,NET15,On Hold,Urgent,2262.21,157.83,CAD,8887 Park Blvd Generic City OH 48075,3949 Corporate Ave Generic City PA 75224
SO20250820953,CUST0477,2025-07-26,2025-08-28,SALES007,Overnight,NET45,Closed,High,951.36,66.37,CAD,3917 Washington Rd Springfield IL 23406,6345 Corporate Blvd Buffalo NY 76895
SO20250820954,CUST0434,2025-08-11,2025-08-30,SALES002,Freight,Wire Transfer,Delivered,Low,2102.04,146.65,EUR,6717 Oak Blvd Generic City NC 80450,3485 Industrial St Generic City NJ 96279
SO20250820955,CUST0185,2025-08-18,2025-08-31,SALES004,Ground,Wire Transfer,Processing,High,651.03,38.3,CAD,2784 Second Rd Generic City MA 47949,2784 Second Rd Generic City MA 47949
SO20250820956,CUST0153,2025-08-11,2025-08-28,SALES004,Overnight,NET30,Cancelled,Normal,4101.89,241.29,CAD,1347 Park Dr Generic City WA 83081,1347 Park Dr Generic City WA 83081
SO20250820957,CUST0088,2025-08-09,2025-08-29,SALES006,Pickup,Credit Card,On Hold,High,696.1600000000001,51.57,EUR,5087 Main Rd Generic City NJ 68645,5087 Main Rd Generic City NJ 68645
SO20250820958,CUST0141,2025-08-20,2025-09-03,SALES008,Express,Credit Card,Delivered,Normal,613.29,46.74,CAD,7297 Second Rd Generic City OH 84938,2143 Warehouse Ave San Antonio TX 47901
SO20250820959,CUST0135,2025-08-16,2025-08-26,SALES002,Ground,Credit Card,Open,High,1808.4099999999999,106.38,EUR,4841 Main Blvd Generic City MA 26955,4841 Main Blvd Generic City MA 26955
SO20250820960,CUST0222,2025-08-13,2025-08-25,SALES005,Ground,NET15,Delivered,Low,311.09,23.71,CAD,5085 First Blvd Generic City MI 37832,3036 Commerce St Generic City GA 57108
SO20250820961,CUST0196,2025-08-01,2025-08-22,SALES005,Overnight,Wire Transfer,Open,Urgent,5366.49,397.52,CAD,7885 Second Rd Tampa FL 45406,7885 Second Rd Tampa FL 45406
SO20250820962,CUST0317,2025-08-18,2025-08-24,SALES005,Ground,Wire Transfer,Delivered,Low,3369.0600000000004,256.76,USD,7995 Elm St Generic City MI 96112,1765 Business Rd Generic City MA 56980
SO20250820963,CUST0051,2025-08-12,2025-08-30,SALES006,2-Day,Credit Card,On Hold,Normal,4648.81,354.3,EUR,2964 Park Dr San Antonio TX 65881,8867 Business Ave Generic City AZ 78217
SO20250820964,CUST0266,2025-07-23,2025-08-22,SALES007,Freight,NET45,Closed,Normal,3850.56,268.64,EUR,9840 Park St Generic City MA 69726,6410 Business Blvd Generic City WA 54614
SO20250820965,CUST0002,2025-08-13,2025-08-21,SALES001,Overnight,Wire Transfer,Open,High,3804.14,223.77,EUR,8482 Main Rd Generic City MI 72836,8482 Main Rd Generic City MI 72836
SO20250820966,CUST0028,2025-08-20,2025-08-23,SALES008,Pickup,COD,Processing,Normal,1029.37,71.82,CAD,5408 Main Blvd Jacksonville FL 37202,5408 Main Blvd Jacksonville FL 37202
SO20250820967,CUST0333,2025-08-08,2025-08-21,SALES006,Freight,NET15,Shipped,Urgent,1960.59,145.23,USD,6097 First Rd Albany NY 37004,6097 First Rd Albany NY 37004
SO20250820968,CUST0407,2025-07-25,2025-09-02,SALES006,Express,Credit Card,Delivered,Normal,4489.24,264.07,USD,9724 Second Blvd Generic City NJ 29014,9724 Second Blvd Generic City NJ 29014
SO20250820969,CUST0325,2025-08-08,2025-09-03,SALES001,Pickup,NET15,Closed,Urgent,2509.5299999999997,147.62,EUR,4333 Elm Ave Generic City PA 25001,1593 Commerce Rd Generic City OH 90599
SO20250820970,CUST0438,2025-08-18,2025-09-01,SALES004,Overnight,NET45,Delivered,High,5233.78,365.15,EUR,2939 Second St Generic City PA 15524,2939 Second St Generic City PA 15524
SO20250820971,CUST0277,2025-07-27,2025-08-31,SALES003,Express,NET30,Closed,High,1983.1399999999999,151.14,EUR,8910 Elm Rd Generic City MA 51837,9312 Warehouse Ave Peoria IL 30396
SO20250820972,CUST0167,2025-08-18,2025-08-31,SALES008,2-Day,COD,Shipped,Normal,3390.6299999999997,258.41,CAD,5255 Main Ave Generic City OH 77490,7237 Industrial Rd Generic City WA 34659
SO20250820973,CUST0220,2025-08-05,2025-08-27,SALES007,2-Day,COD,Open,Normal,3919.79,230.58,USD,4120 Oak Rd New York NY 74620,4120 Oak Rd New York NY 74620
SO20250820974,CUST0108,2025-07-31,2025-09-02,SALES005,Express,NET15,Shipped,High,4461.91,330.51,CAD,7539 First Rd Generic City NJ 76385,7539 First Rd Generic City NJ 76385
